Category,NodeName,Timestamp,URI,Notes
transient,rpi_sunset_bay,2026_01_09_19_02_44_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-10T03%3A02%3A44.000Z,tp_both
transient,rpi_sunset_bay,2026_01_09_18_57_43_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-10T02%3A57%3A43.000Z,tp_both
transient,rpi_sunset_bay,2026_01_09_18_55_02_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-10T02%3A55%3A02.000Z,tp_both
transient,rpi_sunset_bay,2026_01_09_18_54_10_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-10T02%3A54%3A10.000Z,tp_both
transient,rpi_sunset_bay,2026_01_09_18_53_44_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-10T02%3A53%3A44.000Z,tp_both
resident,rpi_sunset_bay,2026_01_08_05_55_18_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T13%3A55%3A18.000Z,tp_both
resident,rpi_sunset_bay,2026_01_08_04_59_30_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T12%3A59%3A30.000Z,tp_both
resident,rpi_sunset_bay,2026_01_08_02_49_07_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A49%3A07.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_45_05_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A45%3A05.423Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_43_20_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A43%3A20.677Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_41_51_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A41%3A51.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_41_36_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A41%3A36.949Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_40_21_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A40%3A21.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_34_51_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A34%3A51.186Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_34_18_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A34%3A18.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_33_08_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A33%3A08.474Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_28_59_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A28%3A59.322Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_27_54_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A27%3A54.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_26_28_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A26%3A28.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_25_38_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A25%3A38.983Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_24_09_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A24%3A09.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_22_42_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A22%3A42.033Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_22_16_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A22%3A16.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_21_17_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A21%3A17.627Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_20_29_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A20%3A29.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_19_01_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A19%3A01.355Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_18_34_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A18%3A34.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_17_30_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A17%3A30.847Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_16_22_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A16%3A22.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_15_13_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A15%3A13.559Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_14_17_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A14%3A17.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_12_54_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A12%3A54.237Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_11_40_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A11%3A40.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_11_35_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A11%3A35.932Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_09_13_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A09%3A13.559Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_07_58_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A07%3A58.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_07_29_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A07%3A29.830Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_06_31_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A06%3A31.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_02_05_03_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T10%3A05%3A03.389Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_54_03_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A54%3A03.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_55_18_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A55%3A18.644Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_53_25_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A53%3A25.762Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_52_39_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A52%3A39.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_51_38_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A51%3A38.983Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_50_18_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A50%3A18.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_49_22_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A49%3A22.711Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_47_40_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A47%3A40.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_47_33_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A47%3A33.898Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_46_31_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A46%3A31.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_45_42_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A45%3A42.000Z,tp_both
resident,rpi_sunset_bay,2026_01_08_01_45_08_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A45%3A08.474Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_43_58_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A43%3A58.000Z,tp_both
resident,rpi_sunset_bay,2026_01_08_01_42_58_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A42%3A58.305Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_41_07_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A41%3A07.457Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_40_14_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A40%3A14.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_38_50_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A38%3A50.169Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_38_35_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A38%3A35.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_37_09_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A37%3A09.491Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_35_58_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A35%3A58.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_33_49_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A33%3A49.000Z,tp_machine_only
resident,rpi_sunset_bay,2026_01_08_01_14_15_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2026-01-08T09%3A14%3A15.000Z,tp_machine_only
